StartDate	EndDate	Subject	Experiment	Group	Box	StartTime	StartDateTime	EndTime	MSN	Genotype	Day	Animal
2022-11-05	2022-11-05	5_EN#49-0802	11052022	5	1	11:46:14	2022-11-05 11:46:14	13:19:13	CRF	WT	Day3	EN#49
2022-11-05	2022-11-05	6_EN#61-0823	11052022	6	3	11:53:45	2022-11-05 11:53:45	13:21:16	CRF	WT	Day3	EN#61
2022-11-05	2022-11-05	7_EN#88-0902	11052022	7	2	12:21:15	2022-11-05 12:21:15	13:53:04	CRF	WT	Day3	EN#88
2022-11-05	2022-11-05	7_EN#90-0902	11052022	7	4	12:21:24	2022-11-05 12:21:24	13:32:41	CRF	WT	Day3	EN#90
2023-03-03	2023-03-03	1_EN#28-1012	20230303	1	2	07:26:35	2023-03-03 07:26:35	08:20:18	CRFv2023	WT	Day3	EN#28
2023-03-03	2023-03-03	1_EN#30-1012	20230303	1	4	07:26:44	2023-03-03 07:26:44	08:00:32	CRFv2023	WT	Day3	EN#30
2023-03-03	2023-03-03	2_EN#52-1125	20230303	2	4	08:05:14	2023-03-03 08:05:14	08:24:36	CRFv2023	WT	Day3	EN#52
2023-03-03	2023-03-03	2_EN#50-1125	20230303	2	2	08:28:37	2023-03-03 08:28:37	08:59:54	CRFv2023	WT	Day3	EN#50
2023-03-03	2023-03-03	4_EN#31-1012	20230303	4	1	10:03:48	2023-03-03 10:03:48	11:33:56	CRFv2023	WT	Day3	EN#31
2023-03-03	2023-03-03	4_EN#33-1012	20230303	4	4	10:10:59	2023-03-03 10:10:59	11:41:07	CRFv2023	WT	Day3	EN#33
2023-03-03	2023-03-03	4_EN#44-1126	20230303	4	3	10:20:59	2023-03-03 10:20:59	10:41:18	CRFv2023	WT	Day3	EN#44
2023-03-03	2023-03-03	5_EN#45-1126	20230303	5	1	11:36:39	2023-03-03 11:36:39	12:35:33	CRFv2023	WT	Day3	EN#45
2022-05-16	2022-05-16	EN#98_0115	20220516	8	3	16:11:28	2022-05-16 16:11:28	16:35:38	CRF	WT	Day4	EN#98
2022-05-16	2022-05-16	EN#29_1025	20220516	8	1	16:46:27	2022-05-16 16:46:27	17:05:48	CRF	WT	Day4	EN#29
2022-05-16	2022-05-16	EN#25_1220	20220516	9	2	17:23:06	2022-05-16 17:23:06	17:36:37	CRF-Cue2-rewire	WT	Day4	EN#25
2022-05-16	2022-05-16	EN#49_1224	20220516	10	3	17:29:32	2022-05-16 17:29:32	17:56:44	CRF	WT	Day4	EN#49
2022-11-06	2022-11-06	1_EN#69-0630	20221106	1	1	08:15:53	2022-11-06 08:15:53	08:38:30	CRF	WT	Day4	EN#69
2022-11-06	2022-11-06	1_EN#70-0630	20221106	1	4	08:16:12	2022-11-06 08:16:12	08:43:36	CRF	WT	Day4	EN#70
2022-11-06	2022-11-06	2_EN#48-0710	20221106	2	1	08:43:08	2022-11-06 08:43:08	09:09:49	CRF	WT	Day4	EN#48
2022-11-06	2022-11-06	2_EN#82-0824	20221106	2	4	08:45:53	2022-11-06 08:45:53	10:12:41	CRF	WT	Day4	EN#82
2022-11-06	2022-11-06	3_EN#47-0710	20221106	3	2	09:10:37	2022-11-06 09:10:37	09:32:58	CRF	WT	Day4	EN#47
2022-11-06	2022-11-06	3_EN#52-0710	20221106	3	3	09:10:49	2022-11-06 09:10:49	09:31:28	CRF	WT	Day4	EN#52
2022-11-06	2022-11-06	4_EN#47-0802	20221106	4	1	09:48:49	2022-11-06 09:48:49	11:25:35	CRF	WT	Day4	EN#47
2022-11-06	2022-11-06	4_EN#70-0816	20221106	4	3	09:49:14	2022-11-06 09:49:14	10:17:10	CRF	WT	Day4	EN#70
2022-11-06	2022-11-06	5_EN#68-0816	20221106	5	4	11:08:56	2022-11-06 11:08:56	11:24:02	CRF	WT	Day4	EN#68
2022-11-06	2022-11-06	5_EN#49-0802	20221106	5	1	11:30:31	2022-11-06 11:30:31	13:00:22	CRF	WT	Day4	EN#49
2022-11-06	2022-11-06	6_EN#60-0823	20221106	6	2	11:45:51	2022-11-06 11:45:51	11:58:23	CRF	WT	Day4	EN#60
2022-11-06	2022-11-06	6_EN#61-0823	20221106	6	3	11:58:44	2022-11-06 11:58:44	12:16:45	CRF	WT	Day4	EN#61
2022-11-06	2022-11-06	7_EN#88-0902	20221106	7	2	12:04:20	2022-11-06 12:04:20	12:36:46	CRF	WT	Day4	EN#88
2022-11-06	2022-11-06	7_EN#90-0902	20221106	7	4	12:27:20	2022-11-06 12:27:20	13:13:12	CRF	WT	Day4	EN#90
2023-03-04	2023-03-04	1_EN#28-1012	20230304	1	2	09:09:11	2023-03-04 09:09:11	10:01:53	CRFv2023	WT	Day4	EN#28
2023-03-04	2023-03-04	1_EN#30-1012	20230304	1	4	09:09:21	2023-03-04 09:09:21	09:38:49	CRFv2023	WT	Day4	EN#30
2023-03-04	2023-03-04	2_EN#52-1125	20230304	2	4	09:42:17	2023-03-04 09:42:17	09:57:08	CRFv2023	WT	Day4	EN#52
2023-03-04	2023-03-04	2_EN#50-1125	20230304	2	2	10:05:08	2023-03-04 10:05:08	10:31:15	CRFv2023	WT	Day4	EN#50
2023-03-04	2023-03-04	4_EN#33-1012	20230304	4	4	11:10:05	2023-03-04 11:10:05	12:34:00	CRFv2023	WT	Day4	EN#33
2023-03-04	2023-03-04	4_EN#44-1126	20230304	4	3	11:39:38	2023-03-04 11:39:38	11:54:45	CRFv2023	WT	Day4	EN#44
2023-03-04	2023-03-04	4_EN#31-1012	20230304	4	1	11:45:14	2023-03-04 11:45:14	12:44:01	CRFv2023	WT	Day4	EN#31
2023-03-04	2023-03-04	5_EN#45-1126	20230304	5	1	12:48:44	2023-03-04 12:48:44	13:30:29	CRFv2023	WT	Day4	EN#45
